Ubigeo;Fecha-Actualizacion;Departamento;Provincia;Distrito;CentroPoblado;Modular;Anexo;Nombre;Direccion;NivelEducativo;NroUsuarios;DescripcionUT;Comite;Item
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;4 DE OCTUBRE;472282;0;40256 CARLOS MANCHEGO RENDON;AVENIDA CESAR VALLEJO S/N;PRIMARIA;139; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;4 DE OCTUBRE;1656651;0;40256 CARLOS MANCHEGO RENDON;AVENIDA CESAR VALLEJO S/N;INICIAL;38; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;4 DE OCTUBRE;1203926;0;SAN LUIS GONZAGA;AVENIDA JOSE CARLOS MARIATEGUI S/N;PRIMARIA;369; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;4 DE OCTUBRE;1639434;0;SAN LUIS GONZAGA;AVENIDA JOSE CARLOS MARIATEGUI S/N;INICIAL;36; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;4 DE OCTUBRE;617266;0;4 DE OCTUBRE;CALLE ABRAHAN VALDELOMAR S/N;INICIAL;124; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;BELLAPAMPA;617258;0;BELLAPAMPA;AVENIDA INDEPENDENCIA S/N;INICIAL;75; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;BUENA VISTA;1202399;0;ROSARIO GONZALES ALVAREZ;MZ F LOTE 8;PRIMARIA;179; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;BUENA VISTA;1118553;0;ROSARIO GONZALES ALVAREZ;MZ F LOTE 8;INICIAL;51; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;CERRO SALAVERRY;1364355;0;40204 NESTOR CACERES VELASQUEZ;CALLE SANCHEZ TRUJILLO 300;INICIAL;85; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;CERRO SALAVERRY;220087;0;40204 NESTOR CACERES VELASQUEZ;CALLE SANCHEZ TRUJILLO 300;PRIMARIA;270; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;CERRO SALAVERRY;225086;0;72 CERRO SALAVERRY;AVENIDA LAS PEÑAS 1000;INICIAL;106; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;CIUDAD MI TRABAJO;225060;0;70;CALLE SANCHEZ TRUJILLO 203;INICIAL;72; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;CIUDAD MI TRABAJO;220046;0;40199;CALLE SANCHEZ TRUJILLO 301;PRIMARIA;498; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;JESUS NAZARENO;1338789;0;EL NAZARENO;JESUS NAZARENO S/N;INICIAL;36; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LA CAMPIÑA;1364371;0;40639 LA CAMPIÑA;AVENIDA AREQUIPA MZ J ETAPA II;INICIAL;74; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LA CAMPIÑA;844761;0;40639 LA CAMPIÑA;AVENIDA AREQUIPA MZ J ETAPA II;PRIMARIA;179; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LA CAMPIÑA;894865;0;LA CAMPIÑA MUTUAL;PASAJE LOS CIRUELOS MZ E SECTOR IV;INICIAL;59; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LARA TRADICIONAL;1030352;0;MARIA DE LOS REMEDIOS;PASAJE LA RONDA S/N;PRIMARIA;17; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LARA TRADICIONAL;634303;0;LARA;AVENIDA JOSE CARLOS MARIATEGUI S/N;INICIAL;40; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;MANSION DE SOCABAYA;1117977;0;40676 LA MANSION DE SOCABAYA;MANSION SOCABAYA MZ M LOTE 1;PRIMARIA;238; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;MANSION DE SOCABAYA;1373349;0;40676 LA MANSION DE SOCABAYA;MANSION SOCABAYA MZ M LOTE 1;INICIAL;138; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;VILLA EL GOLF;618546;0;VILLA EL GOLF;CALLE MEXICO 100;INICIAL;89; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;VILLA EL GOLF;569806;0;40172;CALLE PANAMA 101;PRIMARIA;377; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LARA;694661;0;GALO PERUANA;LARA MZ E LOTE 15;INICIAL;77; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LARA;1338797;0;GALO PERUANA;LARA MZ E LOTE 15;PRIMARIA;141; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;LARA;1708288;0;LARA - PAZ PERU;AVENIDA SALAVERRY S/N;INICIAL;48; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;SOCABAYA PUEBLO TRADICIONAL/SOCABAYA;1680008;0;CAMPO FERIAL;CAMPO FERIAL;INICIAL;64; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;SOCABAYA PUEBLO TRADICIONAL/SOCABAYA;225722;0;SAN MARTIN DE SOCABAYA;CALLE ILO 122;INICIAL;208; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;SOCABAYA PUEBLO TRADICIONAL/SOCABAYA;220095;0;40205 MANUEL BENITO LINARES A.;CALLE CARAVELI 200;PRIMARIA;469; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;SOCABAYA PUEBLO TRADICIONAL/SOCABAYA;1680057;0;CORAZON DE JESUS;CALLE BLONDET S/N;INICIAL;72; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;SOCABAYA PUEBLO TRADICIONAL;220129;0;40208 PADRE FRANCOIS DELATTE;CALLE JORGE CHAVEZ CUADRA 2 S/N;PRIMARIA;361; AREQUIPA;AREQUIPA 1;SOCABAYA 
40122;22/04/2022;AREQUIPA;AREQUIPA;SOCABAYA;PUEBLO VIEJO;220251;0;40221 CORAZON DE JESUS;CALLE BLONDET S/N;PRIMARIA;193; AREQUIPA;AREQUIPA 1;SOCABAYA 
