Ubigeo;Fecha-Actualizacion;Departamento;Provincia;Distrito;CentroPoblado;Modular;Anexo;Nombre;Direccion;NivelEducativo;NroUsuarios;DescripcionUT;Comite;Item
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1679943;0;HEROES DEL CENEPA;HEROES DEL CENEPA;INICIAL;72; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;307116;0;CORAZON DE JESUS;CALLE COMANDANTE CANGA 600;PRIMARIA;262; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;307074;0;PIO XII;AVENIDA BRASIL 325;PRIMARIA;504; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1338052;0;G.U.E.MARIANO MELGAR VALDIVIESO;AVENIDA JESUS 513;INICIAL;89; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1339688;0;ANGEL GABRIEL;CALLE PIURA 1306;INICIAL;73; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;634212;0;MARIANO BUSTAMANTE;M BUSTAMANTE MZ G;INICIAL;19; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1669829;0;SAN FRANCISCO JAVIER - CIRCA;CALLE ESQUINA BEETHOVEN - HERNE MZ E LOTE 1 SECTOR 1 AA.HH.;INICIAL;64; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;287698;0;41030 EDUARDO LOPEZ DE ROMAÑA;AVENIDA SIMON BOLIVAR 1201;PRIMARIA;420; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;287706;0;41031 MADRE DEL DIVINO AMOR;CALLE JUAN MANUEL POLAR 407;PRIMARIA;461; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1118405;0;CERRITO BELEN;CALLE SUB AMERICA S/N;INICIAL;22; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;634543;0;SAN MARTIN A;AVENIDA GARCILAZO DE LA VEGA CUADRA 2 S/N;INICIAL;76; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1261767;0;CORAZON DE JESUS;CALLE COMANDANTE CANGA 600;INICIAL;72; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;472191;0;40076;CALLE PROLONG CAP NOVOA S/N;PRIMARIA;169; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;529008;0;40283 DIVINO MAESTRO;CALLE ARIAS ARAGUEZ 1006;PRIMARIA;143; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1364397;0;40695 ESCUELA CONCERTADA SOLARIS;LOS OLIVOS MZ W LOTE 1;INICIAL;79; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;472183;0;ATALAYA;AVENIDA PROLONG LIMA 1803;INICIAL;84; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1271964;0;40695 ESCUELA CONCERTADA SOLARIS;LOS OLIVOS MZ W LOTE 1;PRIMARIA;181; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1666650;0;SAN FRANCISCO JAVIER - CIRCA;CALLE ESQUINA BEETHOVEN - HERNE MZ E LOTE 1 SECTOR 1 AA.HH.;PRIMARIA;154; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;219410;0;40134;CALLE PARQUE BOLIVAR 103;PRIMARIA;543; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;219428;0;40135 TENIENTE FERRE;CALLE MADRID 205;PRIMARIA;114; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;845362;0;SAN IGNACIO;CALLE CALVARIO S/N;PRIMARIA;167; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;225458;0;GENERALISIMO SAN MARTIN;AVENIDA BRASIL 201;INICIAL;193; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;225482;0;41031 MADRE DEL DIVINO AMOR;CALLE JUAN MANUEL POLAR 407;INICIAL;162; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1030816;0;SAN IGNACIO;CALLE CALVARIO S/N;INICIAL;53; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1373232;0;40129 MANUEL VERAMENDI E HIDALGO;CALLE COMANDANTE CANGA 2200;INICIAL;80; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1373240;0;40135 TENIENTE FERRE;CALLE MADRID 205;INICIAL;52; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;219360;0;40129 MANUEL VERAMENDI E HIDALGO;CALLE COMANDANTE CANGA 2200;PRIMARIA;232; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1708270;0;PUEBLO LIBRE;PUEBLO LIBRE;INICIAL;51; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1402445;0;G.U.E.MARIANO MELGAR VALDIVIESO;AVENIDA JESUS 513;PRIMARIA;354; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;MARIANO MELGAR;1364413;0;41030 EDUARDO LOPEZ DE ROMAÑA;AVENIDA SIMON BOLIVAR 1201;INICIAL;113; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;ALTO MARIANO BUSTAMANTE;1465707;0;ALTO MARIANO BUSTAMANTE;ALTO MARIANO BUSTAMANTE;INICIAL;45; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;BUENA VISTA;1496704;0;BUENA VISTA;AVENIDA EL SOL S/N;INICIAL;14; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;BUENA VISTA;695551;0;SEÑOR DE LOS MILAGROS;PASAJE LOS PINOS S/N;PRIMARIA;20; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;HEROES DEL CENEPA;1337823;0;ELOHIM;HEROES DEL CENEPA MZ U LOTE 9;INICIAL;27; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;HEROES DEL CENEPA;1337831;0;ELOHIM;HEROES DEL CENEPA MZ U LOTE 9;PRIMARIA;113; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;JERUSALEN;1670652;0;40139 ANDRES AVELINO CACERES DORREGARAY;CALLE MISTI S/N;INICIAL;105; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;JERUSALEN;219469;0;40139 ANDRES AVELINO CACERES DORREGARAY;CALLE MISTI S/N;PRIMARIA;192; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;JOSE MARIA ARGUEDAS;3898904;0;ARGUEDAS;JIRON ARICA S/N;INICIAL;14; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;LA RINCONADA;1496705;0;LA RINCONADA;MZ I LOTE 1;INICIAL;14; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;SANTA ROSA;219386;0;40131 NIÑO JESUS DE PRAGA;CALLE PRAGA 300;PRIMARIA;145; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;SANTA ROSA;1764828;0;40131 NIÑO JESUS DE PRAGA;CALLE PRAGA 300;INICIAL;28; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;ALTO SAN MARTIN;1404359;0;ALDEAS INFANTILES SOS PERU;AVENIDA BRASIL S/N;INICIAL;158; AREQUIPA;AREQUIPA 1;MARIANO MELGAR 
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;516468;0;PILOTO MIRAFLORES;MZ G LOTE 10;PRIMARIA;12; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;509521;0;DIVINO NIÑO JESUS;PARQUE PLAZA PORVENIR S/N;INICIAL;116; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;1373257;0;40148;AVENIDA GOYENECHE 2900;INICIAL;86; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;219659;0;40158 EL GRAN AMAUTA;AVENIDA SAN MARTIN 4403;PRIMARIA;266; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;1373265;0;40158 EL GRAN AMAUTA;AVENIDA SAN MARTIN 4403;INICIAL;73; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;287755;0;41037 JOSE GALVEZ;CALLE JOSE GALVEZ 612;PRIMARIA;228; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;1574961;0;41037 JOSE GALVEZ;CALLE JOSE GALVEZ 612;INICIAL;72; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;219519;0;40144 AUGUSTO SALAZAR BONDY;AVENIDA PRO-HOGAR 1002;PRIMARIA;328; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;225599;0;MISTI;AVENIDA GOYENECHE 2000;INICIAL;173; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;1627355;0;EL SALVADOR;EL SALVADOR;INICIAL;65; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;219402;0;40133 CIRIACO VERA PEREA;CALLE RAMON CASTILLA 721;PRIMARIA;180; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;219550;0;40148;AVENIDA GOYENECHE 2900;PRIMARIA;167; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;219584;0;40151 CAP.FAP. JOSE ABELARDO QUIÑONES;CALLE GONZALES PRADA 100;PRIMARIA;150; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;219634;0;40156 NUESTRA SEÑORA DEL CARMEN;AVENIDA SAN MARTIN 3000;PRIMARIA;327; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;219642;0;40157 JORGE LUIS BORGES;CALLE ARTURO VILLEGAS 115;PRIMARIA;286; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;287599;0;41016 REPUBLICA ARGENTINA;CALLE ARICA 259;PRIMARIA;277; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;1712371;0;41034;MATEO PUMACAHUA MZ M LOTE 2;INICIAL;58; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;MIRAFLORES;1364348;0;40151 CAP.FAP. JOSE ABELARDO QUIÑONES;CALLE GONZALES PRADA 100;INICIAL;76; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;ALTO MISTI;893859;0;CRISTO OBRERO;CALLE TACNA Y ARICA 300;INICIAL;138; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;EL PEÑON;1489222;0;LOS ANGELES;ALFONSO UGARTE;INICIAL;14; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;FRANCISCO PAULET MOSTAJO;1489205;0;FRANCISCO PAULET MOSTAJO;FRANCISCO PAULET MOSTAJO;INICIAL;14; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;GALAXIA;1338847;0;MI AMIGUITO JESUS;GALAXIA S/N;INICIAL;81; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;PORVENIR;1338938;0;ANNA DENGEL;CALLE JUNIN S/N;INICIAL;71; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;PORVENIR;899385;0;SAN MARTIN DE PORRES;CALLE JUNIN S/N;PRIMARIA;18; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;SAN ANTONIO;570457;0;MARISCAL CASTILLA;CALLE MANUEL MUÑOZ NAJAR 101;INICIAL;80; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;TOMASA TITO CONDEMAYTA;844902;0;PADRE ELOY ARRIBAS LAZARO;T.CONDEMAYTA CTE.4 MZ R LOTE 18;PRIMARIA;139; AREQUIPA;AREQUIPA 1;MIRAFLORES
40110;22/04/2022;AREQUIPA;AREQUIPA;MIRAFLORES;TOMASA TITO CONDEMAYTA;1364447;0;PADRE ELOY ARRIBAS LAZARO;T.CONDEMAYTA CTE.4 MZ R LOTE 18;INICIAL;31; AREQUIPA;AREQUIPA 1;MIRAFLORES
40109;22/04/2022;AREQUIPA;AREQUIPA;MARIANO MELGAR;TAHUANTINSUYO;893164;0;TAHUANTINSUYO;AVENIDA LA MARINA S/N;INICIAL;62; AREQUIPA;AREQUIPA 1;MIRAFLORES
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;CHIHUATA;723403;0;CHIGUATA;AVENIDA BOLOGNESI S/N;INICIAL;10; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;CHIHUATA;219345;0;40127 SEÑOR DEL ESPIRITU SANTO;CALLE 27 DE OCTUBRE S/N;PRIMARIA;78; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;ARENALES;1662972;0;40212;CARRETERA AREQUIPA - CHIGUATA;INICIAL;12; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;ARENALES;569772;0;40212;CARRETERA AREQUIPA - CHIGUATA;PRIMARIA;8; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;ESPIRITU SANTO;745919;0;40637 FERNANDO BELAUNDE TERRY;AVENIDA ANDRES AVELINO CACERES S/N;PRIMARIA;62; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;ESPIRITU SANTO;1337252;0;40637 FERNANDO BELAUNDE TERRY;AVENIDA ANDRES AVELINO CACERES S/N;INICIAL;40; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;CACAYACU;723452;0;40617;PLAZA PRINCIPAL S/N;PRIMARIA;2; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;CHIGUATA;1337245;0;40675 GRAL. VELAZCO ALVARADO;CARRETERA AREQUIPA - CHIGUATA ANEXO;INICIAL;66; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;CHIGUATA;1118017;0;40675 GRAL. VELAZCO ALVARADO;CARRETERA AREQUIPA - CHIGUATA ANEXO;PRIMARIA;66; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;SAN BERNARDO;1754837;0;40691 SANTO DOMINGO;CARRETERA AREQUIPA - CHIGUATA;INICIAL;17; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;SANTA MARIA;894360;0;40638 SANTA MARIA;MZ C LOTE 1;PRIMARIA;7; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40106;22/04/2022;AREQUIPA;AREQUIPA;CHIGUATA;SANTA MARIA;1660778;0;40638 SANTA MARIA;MZ C LOTE 1;INICIAL;9; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;307157;0;JESUS OBRERO;CALLE JOSE SANTOS CHOCANO 300;PRIMARIA;152; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;311969;0;40315 JOSE MARIA ARGUEDAS;AVENIDA REVOLUCION S/N;PRIMARIA;177; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;570101;0;40124 MARIA AUXILIADORA;COMITE 24 MZ L LOTE 3 ZONA D;PRIMARIA;144; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;1338003;0;40704 VILLA SANTA ROSA DE CHIGUATA;CARRETERA AREQUIPA - CHIGUATA;PRIMARIA;39; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;1344480;0;40630 VIRGEN DEL CARMEN;CALLE PRINCIPAL S/N;INICIAL;67; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;472233;0;VIRGEN DE CHAPI;NUEVO PERU MZ J LOTE 2;PRIMARIA;193; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;1679976;0;BUENA VISTA III;BUENA VISTA III;INICIAL;33; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;3914063;0;LOS TULIPANES;CAHUALLA ROSASPATA;INICIAL;14; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;894105;0;PADRE PEREZ DE GUEREÑU;AVENIDA CHE GUEVARA 700;INICIAL;88; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;894337;0;40630 VIRGEN DEL CARMEN;CALLE PRINCIPAL S/N;PRIMARIA;104; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;892406;0;JESUS OBRERO;CALLE JOSE SANTOS CHOCANO 300;INICIAL;76; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;1373356;0;40704 VILLA SANTA ROSA DE CHIGUATA;CARRETERA AREQUIPA - CHIGUATA;INICIAL;48; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;1238443;0;VIRGEN DE CHAPI;NUEVO PERU MZ J LOTE 2;INICIAL;28; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;1412618;0;40300 MIGUEL GRAU;AVENIDA VENEZUELA ZONA B;INICIAL;91; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;890764;0;SAN PEDRO Y SAN PABLO;AVENIDA LA MAR S/N;INICIAL;51; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;1373224;0;40124 MARIA AUXILIADORA;COMITE 24 MZ L LOTE 3 ZONA D;INICIAL;76; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;307173;0;SAN PEDRO Y SAN PABLO;AVENIDA LA MAR S/N;PRIMARIA;326; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;219865;0;40181 ALTO JESUS;AVENIDA BRASIL S/N;PRIMARIA;145; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;472217;0;40211 HEROES DEL PACIFICO;ISRAEL COMITE 06;INICIAL;137; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;PAUCARPATA;541516;0;40211 HEROES DEL PACIFICO;ISRAEL COMITE 06;PRIMARIA;278; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CERRITO DE HUACSAPATA;1647304;0;CERRITO DE HUACSHAPATA;CERRITO DE HUACSHAPATA;INICIAL;37; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;1647288;0;DIVINO NIÑO JESUS;MZ A LOTE 7 ZONA D;INICIAL;49; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;1647270;0;NIÑOS DE LA PAZ;MZ F LOTE 4 ZONA D;INICIAL;23; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;225524;0;CIUDAD BLANCA A;AVENIDA REVOLUCION CUADRA 9 S/N;INICIAL;48; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;890822;0;SOR ANA;CALLE 24 DE JUNIO S/N;INICIAL;114; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;1647262;0;MARIA MONTESSORI;AVENIDA VILLA HERMOZA S/N;INICIAL;20; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;639740;0;CIUDAD BLANCA C;AVENIDA REVOLUCION S/N;INICIAL;77; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;617167;0;LUZ Y ALEGRIA;AVENIDA CHE GUEVARA 406;INICIAL;90; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;CIUDAD BLANCA;516666;0;SOR ANA;CALLE 24 DE JUNIO S/N;PRIMARIA;427; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;ISRAEL;569749;0;PAULO VI;ISRAEL COMITE 2;PRIMARIA;180; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;ISRAEL;1494906;0;ISRAEL C - 3;ISRAEL CTE 2 Y 3;INICIAL;14; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
40112;22/04/2022;AREQUIPA;AREQUIPA;PAUCARPATA;ISRAEL;894139;0;PAULO VI;ISRAEL COMITE 2;INICIAL;74; AREQUIPA;AREQUIPA 1;PAUCARPATA 1
